id,lat,lng,name,surrounding,district,township,x,y,tradenum
137,31.335645897432126,120.6374398660906,官渎花园,商务住宅,相城区,[],-1.3441936,-0.3624621,63086.0
417,31.34688934915329,120.61447212418129,公安轨交治安分局,政府机构及社会团体,相城区,[],-8.310214,16.387003,19192.0
3501,31.355461951015894,120.63760571195681,香城花园一区南门,科教文化服务,相城区,元和街道,-4.041554,4.655141,94624.0
3502,31.356793755632356,120.63481577153726,香城花园三期东门,商务住宅,相城区,元和街道,23.800043,9.602663,150599.0
3503,31.35440842495009,120.63073688730556,晨曦印象花园南门,科教文化服务,相城区,元和街道,17.362095,17.461765,94252.0
3504,31.35387017522996,120.62800996377314,润元菜场,商务住宅,相城区,元和街道,2.3230445,23.23027,77099.0
3505,31.35392107426993,120.62690799475962,香城花园四区南门,商务住宅,相城区,元和街道,25.068184,8.908493,113036.0
3506,31.372368621572537,120.62375621636936,相城人民医院,商务住宅,相城区,元和街道,5.976858,-13.581343,40934.0
3507,31.35305961619296,120.62111212943451,陆慕站9号口,商务住宅,相城区,元和街道,29.053772,25.297546,150885.0
3508,31.35258937475409,120.61231020799801,苏州市公安局,地名地址信息,相城区,元和街道,17.154673,47.518353,130784.0
3509,31.359750787232127,120.63560974252786,古巷二村南门,商务住宅,相城区,元和街道,24.308516,40.323597,65743.0
3510,31.35902043549797,120.63119987781788,晨曦馨苑北门,商务住宅,相城区,元和街道,32.142635,2.582321,92132.0
3511,31.35811001335844,120.62646002843216,欧风丽苑南门,商务住宅,相城区,元和街道,8.691926,27.82011,169151.0
3512,31.361421068899396,120.64255959102228,湖沁花园菜场,商务住宅,相城区,元和街道,33.40618,12.773496,117622.0
3513,31.36202395549091,120.63890265114763,中翔装饰城,商务住宅,相城区,元和街道,32.252163,8.632927,104022.0
3514,31.359359598880292,120.6211701894368,华美家园,商务住宅,相城区,元和街道,6.8815045,12.586355,111646.0
3515,31.376193724305512,120.65001348066198,天亚水景苑,政府机构及社会团体,相城区,开发区,26.91176,2.4883163,57575.0
3516,31.366703003299538,120.64254255924754,市民广场,政府机构及社会团体,相城区,元和街道,-0.49076888,32.094833,58883.0
3518,31.36438156025077,120.6333638102056,阳澄湖中路电信局,商务住宅,相城区,元和街道,11.409999,33.668514,112287.0
3519,31.36386022541285,120.62944995158259,阳澄湖中路城管局,政府机构及社会团体,相城区,元和街道,8.802534,16.12734,55631.0
3520,31.36357987326117,120.62541009664422,中环百货广场,商务住宅,相城区,元和街道,42.555252,18.996,189571.0
3521,31.362839499725066,120.61985025708508,陆幕桥东公交站,商务住宅,相城区,元和街道,13.926701,1.8605227,70137.0
3522,31.36223938883083,120.6113003579208,智海广场,商务住宅,相城区,元和街道,2.8530962,2.6567218,102820.0
3523,31.361720353153878,120.59607013435786,御苑家园北门,商务住宅,相城区,元和街道,-3.790557,3.1158006,71697.0
3526,31.36862696280805,120.64176156559198,相城区区政府,政府机构及社会团体,相城区,开发区,-42.63198,-5.5985627,15899.0
3527,31.367984973441402,120.6418265664258,发改局,政府机构及社会团体,相城区,开发区,-44.29339,-1.2083607,25296.0
3528,31.37032595965837,120.64473351489995,相城区审计局,政府机构及社会团体,相城区,开发区,-42.276447,10.02646,16924.0
3529,31.373380910007004,120.64548949871212,地税局（停用）,政府机构及社会团体,相城区,开发区,-24.79966,7.213911,49815.0
3530,31.37223586681548,120.64034559149387,区交巡警大队,政府机构及社会团体,相城区,开发区,-41.5317,10.368879,38306.0
3531,31.37119023290607,120.63077992728664,康桥丽都北门,商务住宅,相城区,元和街道,21.557257,38.70279,121963.0
3532,31.370189700733533,120.624360179573,元和街道办事处,商务住宅,相城区,元和街道,16.511358,29.948925,70177.0
3534,31.37587872928669,120.63860564502298,相城大道大润发,购物服务,相城区,开发区,28.105791,24.269218,174479.0
