id,lat,lng,name,surrounding,district,township,x,y,tradenum
1001,31.3065656542176,120.56302019880873,何山路大润发,科教文化服务,虎丘区,狮山街道,36.95231,-1.1458464,125258.0
1002,31.301287907876528,120.56553107681032,轨交滨河路站,科教文化服务,虎丘区,狮山街道,34.041313,24.473856,278175.0
1003,31.302007726864314,120.54435929473352,市委党校,科教文化服务,虎丘区,枫桥街道,-28.201847,-8.919015,15182.0
1005,31.306017331995026,120.55473838345868,何山路塔园路东南,科教文化服务,虎丘区,狮山街道,47.19869,17.543112,168165.0
1006,31.30082939822284,120.5568412910229,轨交塔园路站,科教文化服务,虎丘区,狮山街道,29.303839,23.769365,345802.0
1007,31.29751067478907,120.5621621455957,狮山新苑东门,商务住宅,虎丘区,狮山街道,19.007011,25.918936,183382.0
1008,31.29397263001553,120.56132613184816,天狮公园停用,科教文化服务,虎丘区,狮山街道,30.383451,14.669379,121870.0
1009,31.309329527072787,120.54733843114073,枫津小游园停,住宿服务,虎丘区,枫桥街道,8.180449,22.78818,104040.0
1010,31.30082947792348,120.54868732422972,绿宝广场,餐饮服务,虎丘区,狮山街道,32.103615,22.880758,290706.0
1011,31.296484369595976,120.55340826275952,苏州实验中学,科教文化服务,虎丘区,狮山街道,-2.4013317,-20.138002,77552.0
1013,31.2927613973422,120.55090220197883,名城花园北门,风景名胜,虎丘区,狮山街道,4.0536017,8.890838,45613.0
1014,31.291955449760717,120.55787116574629,嘉多利花园,商务住宅,虎丘区,狮山街道,1.8940141,23.870552,138716.0
1015,31.28566550199132,120.55952308110336,钻石广场,科教文化服务,虎丘区,狮山街道,28.739729,29.051683,232039.0
1016,31.281374318439585,120.55531705432644,馨泰花苑南门,医疗保健服务,虎丘区,狮山街道,12.593835,19.653433,117431.0
1017,31.2834653835534,120.5496530406576,轨交玉山公园站,餐饮服务,虎丘区,狮山街道,34.659138,32.86702,334411.0
1018,31.283831662636572,120.54422396134443,乐园国际电影城,商务住宅,虎丘区,狮山街道,39.048363,11.602903,136472.0
