id,lat,lng,name,surrounding,district,township,x,y,tradenum
1,31.320318682000647,120.63765297556955,东园,商务住宅,姑苏区,平江街道,14.288042,-4.0014586,87477.0
2,31.32234071740903,120.6266050040201,西北街口,风景名胜,姑苏区,观前街道,18.285002,-22.422544,143012.0
3,31.32691513689977,120.61451895776474,平四路,住宿服务,姑苏区,桃花坞街道,8.162989,6.4862657,41520.0
4,31.299301692660713,120.64510995114466,葑门路口,医疗保健服务,姑苏区,葑门街道,30.935959,-1.8689044,196321.0
6,31.308741846962327,120.6305160510211,和基广场,科教文化服务,姑苏区,平江街道,43.232853,8.965187,174099.0
7,31.317814454146447,120.62456903318257,中国邮政,商务住宅,姑苏区,观前街道,23.751066,32.927284,155276.0
8,31.310576775199,120.62947005104807,观前街（东）,科教文化服务,姑苏区,观前街道,33.89344,19.802076,288627.0
9,31.330808263542426,120.60988990327026,火车站长途楼,交通设施服务,姑苏区,苏锦街道,22.930006,-16.638346,81414.0
10,31.29654410615701,120.5818956367902,三香路家乐福,医疗保健服务,姑苏区,金阊街道,35.423622,30.090874,197233.0
11,31.2956697318014,120.59262170261242,新沧花园,科教文化服务,姑苏区,胥江街道,-5.93632,22.112663,52171.0
12,31.27865899368825,120.62000136719999,龙港花苑,商务住宅,姑苏区,吴门桥街道,13.798147,30.906647,116999.0
13,31.30636698789605,120.6323500421118,定慧寺巷,餐饮服务,姑苏区,双塔街道,2.8695858,5.422683,124989.0
14,31.28128025140514,120.60795034711556,沧浪区市民中心,政府机构及社会团体,姑苏区,吴门桥街道,15.8300085,38.426353,120152.0
15,31.297293086652,120.58607760923195,市政府,政府机构及社会团体,姑苏区,金阊街道,25.61476,30.157084,122606.0
16,31.299861053789602,120.6096730764872,三香路工商银行,商务住宅,姑苏区,胥江街道,7.872403,3.412319,83053.0
17,31.29331602941141,120.6341950078365,广电总台（停用）,商务住宅,姑苏区,双塔街道,22.652208,-33.406895,50566.0
18,31.30037687023723,120.61406914397965,市政设施处,科教文化服务,姑苏区,沧浪街道,0.47262692,0.12496862,58521.0
19,31.29834029930223,120.59693775780303,行政服务中心,科教文化服务,姑苏区,胥江街道,17.749855,38.740116,130673.0
20,31.301301309748112,120.62575813338616,江苏银行,科教文化服务,姑苏区,双塔街道,-23.889666,18.80876,86202.0
21,31.301486538267582,120.62831310278791,苏州日报社,科教文化服务,姑苏区,双塔街道,10.47821,34.633213,83477.0
22,31.299412621791447,120.60313391460852,环境监测中心站,政府机构及社会团体,姑苏区,胥江街道,28.215912,34.21886,137252.0
23,31.293225157978746,120.63568597887705,恒润大厦,商务住宅,姑苏区,沧浪街道,1.027269,32.821922,110640.0
24,31.31837578144428,120.62807601796641,白塔子桥,餐饮服务,姑苏区,观前街道,14.731782,16.303665,104086.0
25,31.285624150478114,120.58213675185922,市容市政管理局,商务住宅,姑苏区,友新街道,-40.87903,9.532956,35946.0
26,31.316536557794446,120.6037657375977,山塘街游客中心,风景名胜,姑苏区,虎丘街道,-15.4179945,-6.504076,40723.0
27,31.318195829692865,120.600844655093,新民桥南,风景名胜,姑苏区,虎丘街道,18.785778,2.5206437,84831.0
28,31.29888932984765,120.63732598187073,东吴饭店,科教文化服务,姑苏区,双塔街道,31.621967,10.987857,152781.0
29,31.30210183961288,120.63139706113192,沧浪区政府,商务住宅,姑苏区,双塔街道,28.771284,-9.802493,131773.0
30,31.31886516407818,120.63190299660174,平江路口,风景名胜,姑苏区,平江街道,-5.710501,50.89339,101821.0
31,31.31458162669391,120.59195149499256,留园,风景名胜,姑苏区,留园街道,14.877264,16.481716,71349.0
32,31.31569162578707,120.57679070576677,倪家苑,商务住宅,姑苏区,留园街道,3.4919884,20.582579,54608.0
33,31.317128435842122,120.57450279718364,新庄新村,商务住宅,姑苏区,留园街道,23.225367,10.031295,89932.0
34,31.32096127463197,120.57339385929642,新庄公交首末站,商务住宅,姑苏区,留园街道,-1.0682318,5.2244163,59052.0
35,31.310907197817357,120.57032994483451,寒山寺,风景名胜,姑苏区,金阊街道,19.968718,-22.196995,55999.0
36,31.30750485888707,120.57845264622244,三元二村,商务住宅,姑苏区,金阊街道,38.241432,6.5165234,142046.0
37,31.286438282145795,120.63741089780778,南园桥南堍,商务住宅,姑苏区,葑门街道,19.282152,7.196836,61854.0
38,31.28378929131249,120.63744287474272,25号小区,商务住宅,姑苏区,吴门桥街道,4.2535453,-19.470974,92855.0
40,31.280168076538505,120.63443993322494,南华公寓,商务住宅,姑苏区,吴门桥街道,37.65208,39.567394,139140.0
41,31.26625147527453,120.60668448148621,博雅苑,科教文化服务,姑苏区,友新街道,4.2319245,10.14394,75221.0
42,31.28252199568611,120.61181237805737,大润发,商务住宅,姑苏区,吴门桥街道,43.18698,29.68354,166118.0
43,31.288414927550892,120.61250330123742,盘景苑,商务住宅,姑苏区,沧浪街道,12.073525,-3.1915371,61199.0
44,31.304244314399124,120.60626592681452,阊胥路供电公司,科教文化服务,姑苏区,石路街道,25.427158,54.794872,121345.0
45,31.310534560121013,120.60362677665384,石路,科教文化服务,姑苏区,石路街道,19.860657,37.338,101866.0
46,31.309758025086268,120.61088597083723,黄鹂坊农贸市场,住宿服务,姑苏区,桃花坞街道,38.57735,35.76829,144288.0
47,31.316303998601885,120.61421597807914,中市桥,科教文化服务,姑苏区,桃花坞街道,35.36027,20.233404,143415.0
49,31.28914930316947,120.60676219370943,金桥新村,商务住宅,姑苏区,胥江街道,29.513863,1.0793271,99648.0
50,31.30328443470901,120.62696210956513,苏州公园,政府机构及社会团体,姑苏区,双塔街道,33.702248,43.55831,125769.0
